date, time, average_range
18/03/2025,14:30,14.38
18/03/2025,15:00,13.41
18/03/2025,15:30,9.66
18/03/2025,16:00,8.59
18/03/2025,16:30,8.48
18/03/2025,17:00,9.9
18/03/2025,17:30,7.83
18/03/2025,18:00,5.21
18/03/2025,18:30,5.52
18/03/2025,19:00,4.62
18/03/2025,19:30,5.38
18/03/2025,20:00,3.76
18/03/2025,20:30,4.92
18/03/2025,22:00,4.04
18/03/2025,22:30,3.05
18/03/2025,23:00,4.43
18/03/2025,23:30,3.48
19/03/2025,00:00,4.71
19/03/2025,00:30,4.64
19/03/2025,01:00,7.59
19/03/2025,01:30,5.1
19/03/2025,02:00,5.93
19/03/2025,02:30,6.0
19/03/2025,03:00,5.21
19/03/2025,03:30,5.9
19/03/2025,04:00,5.41
19/03/2025,04:30,5.36
19/03/2025,05:00,5.55
19/03/2025,05:30,9.69
19/03/2025,06:00,12.9
19/03/2025,06:30,10.0
19/03/2025,07:00,8.52
19/03/2025,07:30,9.79
19/03/2025,08:00,10.14
19/03/2025,08:30,10.31
19/03/2025,09:00,10.97
19/03/2025,09:30,6.86
19/03/2025,10:00,8.9
19/03/2025,10:30,8.55
19/03/2025,11:00,6.75
19/03/2025,11:30,8.41
19/03/2025,12:00,9.9
19/03/2025,12:30,9.52
19/03/2025,13:00,11.21
19/03/2025,13:30,16.34
19/03/2025,14:00,14.93
19/03/2025,14:30,10.55
19/03/2025,15:00,10.66
19/03/2025,15:30,8.14
19/03/2025,16:00,8.72
19/03/2025,16:30,8.14
19/03/2025,17:00,8.17
19/03/2025,17:30,6.76
19/03/2025,18:00,20.79
19/03/2025,18:30,18.1
19/03/2025,19:00,17.45
19/03/2025,19:30,8.79
19/03/2025,20:00,5.59
19/03/2025,20:30,5.83
19/03/2025,22:00,5.79
19/03/2025,22:30,4.08
19/03/2025,23:00,3.58
19/03/2025,23:30,3.92
20/03/2025,00:00,8.41
20/03/2025,00:30,7.62
20/03/2025,01:00,11.97
20/03/2025,01:30,8.03
20/03/2025,02:00,7.55
20/03/2025,02:30,7.66
20/03/2025,03:00,7.52
20/03/2025,03:30,5.83
20/03/2025,04:00,5.19
20/03/2025,04:30,8.76
20/03/2025,05:00,8.59
20/03/2025,05:30,7.86
20/03/2025,06:00,7.9
20/03/2025,06:30,8.03
20/03/2025,07:00,9.72
20/03/2025,07:30,9.41
20/03/2025,08:00,9.48
20/03/2025,08:30,8.66
20/03/2025,09:00,7.93
20/03/2025,09:30,9.76
20/03/2025,10:00,13.21
20/03/2025,10:30,15.24
20/03/2025,11:00,10.07
20/03/2025,11:30,11.24
20/03/2025,12:00,10.83
20/03/2025,12:30,11.9
20/03/2025,13:00,15.76
20/03/2025,13:30,14.97
20/03/2025,14:00,15.76
20/03/2025,14:30,10.93
20/03/2025,15:00,11.07
20/03/2025,15:30,8.48
20/03/2025,16:00,9.38
20/03/2025,16:30,9.86
20/03/2025,17:00,7.86
20/03/2025,17:30,6.31
20/03/2025,18:00,7.55
20/03/2025,18:30,6.04
20/03/2025,19:00,4.82
20/03/2025,19:30,4.21
20/03/2025,20:00,3.89
20/03/2025,20:30,4.11
20/03/2025,22:00,3.79
20/03/2025,22:30,3.17
20/03/2025,23:00,4.13
20/03/2025,23:30,3.61
21/03/2025,00:00,5.68
21/03/2025,00:30,4.55
21/03/2025,01:00,7.89
21/03/2025,01:30,8.83
21/03/2025,02:00,8.24
21/03/2025,02:30,7.55
21/03/2025,03:00,7.24
21/03/2025,03:30,6.43
21/03/2025,04:00,6.03
21/03/2025,04:30,5.89
21/03/2025,05:00,5.28
21/03/2025,05:30,12.28
21/03/2025,06:00,9.03
21/03/2025,06:30,8.55
21/03/2025,07:00,7.48
21/03/2025,07:30,7.52
21/03/2025,08:00,11.07
21/03/2025,08:30,7.9
21/03/2025,09:00,9.07
21/03/2025,09:30,7.66
21/03/2025,10:00,6.55
21/03/2025,10:30,5.69
21/03/2025,11:00,6.72
21/03/2025,11:30,10.38
21/03/2025,12:00,9.76
21/03/2025,12:30,10.45
21/03/2025,13:00,12.07
21/03/2025,13:30,29.07
21/03/2025,14:00,24.34
21/03/2025,14:30,16.97
21/03/2025,15:00,14.1
21/03/2025,15:30,12.72
21/03/2025,16:00,11.07
21/03/2025,16:30,9.52
21/03/2025,17:00,7.69
21/03/2025,17:30,7.0
21/03/2025,18:00,7.1
21/03/2025,18:30,7.69
21/03/2025,19:00,7.04
21/03/2025,19:30,4.24
21/03/2025,20:00,4.32
21/03/2025,20:30,5.25
23/03/2025,22:00,8.1
23/03/2025,22:30,4.72
23/03/2025,23:00,4.93
23/03/2025,23:30,3.46
24/03/2025,00:00,6.61
24/03/2025,00:30,7.41
24/03/2025,01:00,8.66
24/03/2025,01:30,8.76
24/03/2025,02:00,7.38
24/03/2025,02:30,9.24
24/03/2025,03:00,6.93
24/03/2025,03:30,5.79
24/03/2025,04:00,4.68
24/03/2025,04:30,4.52
24/03/2025,05:00,5.63
24/03/2025,05:30,5.1
24/03/2025,06:00,7.48
24/03/2025,06:30,5.69
24/03/2025,07:00,7.62
24/03/2025,07:30,8.31
24/03/2025,08:00,7.93
24/03/2025,08:30,8.41
24/03/2025,09:00,8.76
24/03/2025,09:30,7.86
24/03/2025,10:00,8.72
24/03/2025,10:30,7.76
24/03/2025,11:00,6.86
24/03/2025,11:30,6.0
24/03/2025,12:00,9.31
